tx2,gene.name
transcript/171458,nst1
transcript/171459,gipc2
transcript/171460,atp2a1l
transcript/171461,elp1
transcript/171462,jpt1b
transcript/171464,enschap00000030943
transcript/171465,abitram
transcript/171466,u88
transcript/171467,rnps1
transcript/171468,bzw1
transcript/171470,zc3h13
transcript/171471,serping1
transcript/171472,ftr87
transcript/171473,top-1
transcript/171474,f3a
transcript/171476,tnnc1b
transcript/171477,tbl1xr1b
transcript/171478,ppia
transcript/171479,naca
transcript/171480,atp5j
transcript/171481,vdac1
transcript/171482,nol7
transcript/171483,ube2d2
transcript/171484,rest
transcript/171485,ube2na
transcript/171486,deptor
transcript/171487,krt18a.1
transcript/171488,vtnb
transcript/171489,enschap00000025275
transcript/171490,rbm20
transcript/171491,prxl2b
transcript/171492,rcn2
transcript/171493,tnni1b
transcript/171494,hspb7
transcript/171496,idh3b
transcript/171498,mdh1aa
transcript/171499,cyb5d1
transcript/171501,ppp2cb
transcript/171502,snrpb2
transcript/171503,eef2k
transcript/171504,enox1
transcript/171505,mphosph8
transcript/171506,rnf24
transcript/171508,dhfr
transcript/171509,cd164
transcript/171510,nop16
transcript/171511,akirin1
transcript/171512,kmo
transcript/171515,tpt1
transcript/171517,si:zfos-367g9.1
transcript/171518,mhc1zka
transcript/171519,srek1
transcript/171521,rcan2
transcript/171522,slc7a7
transcript/171524,myom2
transcript/171526,ank1a
transcript/171528,ul26
transcript/171530,gpatch4
transcript/171531,enschap00000040772
transcript/171532,elovl6
transcript/171534,arpe
transcript/171535,ppia
transcript/171536,ugp2
transcript/171537,enschap00000044346
transcript/171538,tmf1
transcript/171539,arl6ip5a
transcript/171540,zc3h13
transcript/171542,c5orf51
transcript/171543,enschap00000028497
transcript/171544,enschap00000057141
transcript/171546,uck2a
transcript/171547,slc26a5
transcript/171548,sat2b
transcript/171549,c1ql2
transcript/171550,enschap00000011413
transcript/171551,c6orf58
transcript/171553,gapdh
transcript/171554,faxdc2
transcript/171555,soul5
transcript/171556,lect2l
transcript/171557,nap1l4b
transcript/171558,si:ch73-71c20.5
transcript/171559,epcam
transcript/171561,prcc
transcript/171562,ndufs1
transcript/171563,arpc2
transcript/171565,zgc:158862
transcript/171566,brwd3
transcript/171567,atp2a1l
transcript/171568,zgc:101744
transcript/171569,smim4
transcript/171570,flj46204
transcript/171571,enschap00000061276
transcript/171572,dock7
transcript/171573,me1
transcript/171574,lyz
transcript/171575,commd4
transcript/171576,ammecr1
transcript/171578,tesca
transcript/171581,dota
transcript/171582,ddb_g0271982
transcript/171583,rbpms2b
transcript/171584,atp5pb
transcript/171586,btg1
transcript/171587,hsd17b8
transcript/171588,si:dkey-118j18.2
transcript/171589,reep5
transcript/171590,rbm39
transcript/171591,pdlim7
transcript/171592,ppp1r3ab
transcript/171595,loc108349244
transcript/171596,borcs7
transcript/171597,ywhag1
transcript/171599,eif4ebp3l
transcript/171600,gpx
transcript/171601,cenpx
transcript/171602,nst1
transcript/171603,ctsd
transcript/171604,hspa5
transcript/171606,enschap00000022741
transcript/171607,habp2
transcript/171608,senp6
transcript/171610,si:ch211-145b13.6
transcript/171613,ank1a
transcript/171614,cskmt
transcript/171617,dctn3
transcript/171618,cabz01080702.1
transcript/171620,ccnb2
transcript/171622,prkcsh
transcript/171624,cd59
transcript/171625,c1qbp
transcript/171626,zp3
transcript/171627,ankrd39
transcript/171628,enschap00000015520
transcript/171629,fthl17c
transcript/171630,ccdc141
transcript/171631,comtd1
transcript/171635,mptx1
transcript/171637,sox14
transcript/171638,lamtor2
transcript/171640,safb
transcript/171641,ldb3
transcript/171642,egfl7
transcript/171644,sult6b1
transcript/171647,luzp2
transcript/171648,vmo1b
transcript/171649,ap1s1
transcript/171650,szrd1
transcript/171651,lrp1
transcript/171652,rtn4
transcript/171653,cd74a
transcript/171654,cct6a
transcript/171655,mtor
transcript/171656,u88
transcript/171657,atp5f1b
transcript/171658,cxcl12a
transcript/171659,calm1b
transcript/171660,capza1b
transcript/171661,si:dkey-33b17.3
transcript/171662,rpl13
transcript/171664,ywhab
transcript/171667,stmn4
transcript/171669,u88
transcript/171670,zgc:112148
transcript/171671,glod4
transcript/171672,ggnbp2
transcript/171674,clasp2
transcript/171675,spp2
transcript/171676,bhmt2
transcript/171677,cirbp
transcript/171680,enschap00000002232
transcript/171682,cdk13
transcript/171683,slc4a4b
transcript/171685,snx4
transcript/171687,ddx39b
transcript/171688,plac8l1
transcript/171689,dgkk
transcript/171690,phtf2
transcript/171692,atp1a1b
transcript/171694,cd3eap
transcript/171695,bdh2
transcript/171696,mrpl28
transcript/171698,b2m
transcript/171701,gsto2
transcript/171702,hdac1
transcript/171703,msrb3
transcript/171704,trfa
transcript/171705,ube2d3
transcript/171707,vsnl1b
transcript/171708,snw1
transcript/171709,atp6v1g1
transcript/171710,cd2bp2
transcript/171711,zgc:91910
transcript/171714,gins2
transcript/171715,apob
transcript/171718,mapre1b
transcript/171719,apoeb
transcript/171720,hcfc1b
transcript/171721,dclk2
transcript/171722,enschap00000054037
transcript/171723,serpini1
transcript/171724,atp5f1c
transcript/171725,si:dkey-36i7.3
transcript/171726,timm9
transcript/171727,enschap00000033755
transcript/171729,c18orf15
transcript/171730,zfyve9a
transcript/171731,rpsa
transcript/171732,ywhaba
transcript/171733,lamtor1
transcript/171734,ank1a
transcript/171735,c6orf132
transcript/171736,mrpl15
transcript/171737,jam3
transcript/171739,u88
transcript/171740,gatc
transcript/171741,enschap00000002543
transcript/171744,nedd8l
transcript/171745,neil3
transcript/171746,sgtb
transcript/171747,enschap00000022741
transcript/171748,smco4
transcript/171749,gpt2l
transcript/171751,tfa
transcript/171752,mgst3a
transcript/171753,timm17a
transcript/171754,tpt1
transcript/171756,ddb_g0271982
transcript/171757,zcchc10
transcript/171758,enschap00000021094
transcript/171759,ubb
transcript/171760,acta1
transcript/171761,ell2
transcript/171762,eno1a
transcript/171763,srst
transcript/171764,si:dkeyp-69b9.6
transcript/171765,tubb2b
transcript/171766,enschap00000034303
transcript/171767,tpd52l2
transcript/171768,gstk1
transcript/171769,hsp90ab1
transcript/171771,lect2l
transcript/171772,flad1
transcript/171773,enschap00000016679
transcript/171774,tpmt.1
transcript/171775,ca2
transcript/171776,kansl1a
transcript/171777,tubb4b
transcript/171778,wwp2
transcript/171779,enschap00000000355
transcript/171781,phtf1
transcript/171782,tnnt3
transcript/171783,aimp1
transcript/171784,tpi1b
transcript/171785,oaz1b
transcript/171787,vamp1
transcript/171788,cd5l
transcript/171789,oxsr1
transcript/171790,prdx6
transcript/171792,mybpc3
transcript/171793,hspb7
transcript/171794,smek1
transcript/171795,glis3
transcript/171797,si:ch73-71c20.5
transcript/171799,u88
transcript/171800,1110004f10rik
transcript/171801,zgc:92606
transcript/171802,leprot
transcript/171803,cd164
transcript/171804,psma6
transcript/171805,tktb
transcript/171807,fgb
transcript/171810,enschap00000038369
transcript/171811,nlrc3
transcript/171813,tmem174
transcript/171815,dync1h1
transcript/171816,arntl1a
transcript/171817,emc9
transcript/171818,ddx56
transcript/171820,pprc1
transcript/171822,dpcd
transcript/171823,serpina4
transcript/171824,enschap00000002405
transcript/171825,wfdc2
transcript/171826,zgc:162025
transcript/171827,cldn7
transcript/171828,myh7
transcript/171829,nfya
transcript/171831,myl7
transcript/171832,arl16
transcript/171835,mybpc3
transcript/171837,ank1a
transcript/171838,blvrb
transcript/171839,prdx1
transcript/171840,enschap00000000401
transcript/171841,ap2s1
transcript/171842,soul5l
transcript/171843,cd59
transcript/171844,plxnb1a
transcript/171845,csde1
transcript/171846,rpl6
transcript/171847,spc24
transcript/171848,psma4
transcript/171851,rbp2b
transcript/171852,chchd3a
transcript/171853,rbpms2b
transcript/171855,cpne8
transcript/171856,tpma
transcript/171857,pdlim7
transcript/171858,si:ch73-111k22.2
transcript/171859,dync1h1
transcript/171861,mid1ip1l
transcript/171862,gpkow
transcript/171863,tomm20
transcript/171864,hnrnpub
transcript/171865,sec31
transcript/171866,yif1a
transcript/171867,ebi3
transcript/171869,c1r
transcript/171870,elovl6
transcript/171872,hspb2
transcript/171873,ponzr4
transcript/171874,pygma
transcript/171875,slbp
transcript/171876,atp5f1b
transcript/171877,enschap00000001729
transcript/171878,emc7
transcript/171879,calcoco1a
transcript/171880,ptprsa
transcript/171881,dctn6
transcript/171882,tpd52l2
transcript/171883,col-155
transcript/171884,zgc:101744
transcript/171885,psmd4b
transcript/171888,ptger4a
transcript/171889,bccip
transcript/171890,trappc5
transcript/171891,gtf2b
transcript/171892,ddx46
transcript/171893,fam210b
transcript/171894,mrpl20
transcript/171895,pdgfrb
transcript/171896,luc7l3
transcript/171897,hdlbpa
transcript/171901,appa
transcript/171902,ldhba
transcript/171904,enschap00000058697
transcript/171905,idh2
transcript/171906,atp5mc3b
transcript/171907,gapdh
transcript/171908,fhl1a
transcript/171911,mmp13
transcript/171912,snx6
transcript/171913,hrasa
transcript/171914,mylz3
transcript/171915,idh3b
transcript/171916,gasa4
transcript/171917,srrm4
transcript/171918,psmb7
transcript/171919,trp
transcript/171920,tagln2
transcript/171924,mfap4
transcript/171927,rbm25
transcript/171928,hla-dqb2
transcript/171930,aldoa
transcript/171932,stt3b
transcript/171933,rtn1
transcript/171934,stx1b
transcript/171935,enschap00000031737
transcript/171936,apoa1b
transcript/171937,fthl17c
transcript/171938,col4a4
transcript/171940,cops5
transcript/171942,kcnq5
transcript/171943,eif4h
transcript/171946,ak1
transcript/171948,si:dkey-170l10.1
transcript/171949,sncb
transcript/171953,rab30
transcript/171954,ccdc12
transcript/171955,fam174b
transcript/171956,ptgdsa
transcript/171957,serpina1l
transcript/171958,rsa1
transcript/171959,lmo2
transcript/171960,id1
transcript/171961,enschap00000054654
transcript/171963,col8a2
transcript/171964,abca12
transcript/171965,enschap00000002488
transcript/171968,b9d1
transcript/171969,rpl37
transcript/171970,nfixb
transcript/171971,med8
transcript/171972,nip7
transcript/171973,ambp
transcript/171974,cldn3
transcript/171976,eif2s1
transcript/171977,zmp:0000000936
transcript/171978,mt-nd5
transcript/171979,tmem126a
transcript/171981,gpd1c
transcript/171982,actb1
transcript/171983,nkap
transcript/171984,phyhd1
transcript/171985,si:ch211-198a12.6
transcript/171986,pdcl3
transcript/171987,mdh1ab
transcript/171988,clfa
transcript/171990,mybo
transcript/171992,elof1
transcript/171993,atg8b
transcript/171994,tecra
transcript/171995,snrpb
transcript/171996,zp3a.2
transcript/171997,fmo9
transcript/171998,exosc8
transcript/171999,specc1lb
transcript/172000,steep1
transcript/172001,cox4i2
transcript/172002,nmrk2
transcript/172003,hspb7
transcript/172004,phtf2
transcript/172005,rpl5
transcript/172006,map4k3b
transcript/172007,maf
transcript/172008,exosc7
transcript/172010,apoa4b.1
transcript/172011,malt3
transcript/172012,serpinf2b
transcript/172013,serpinc1
transcript/172016,col1a1
transcript/172017,enschap00000002856
transcript/172018,hsp90aa1.1
transcript/172019,cdk2ap1
transcript/172020,dynlrb1
transcript/172021,abcf1
transcript/172022,c6orf120
transcript/172023,cfd
transcript/172024,nst1
transcript/172025,pex5
transcript/172026,calm1b
transcript/172030,chd5
transcript/172031,psmd9
transcript/172032,snapc1a
transcript/172033,enschap00000042214
transcript/172034,cirbp-b
transcript/172035,ssr4
transcript/172036,tma7
transcript/172038,coro2a
transcript/172039,mrps15
transcript/172040,cirbp
transcript/172042,rnf2
transcript/172043,pdap1
transcript/172044,strn3
transcript/172045,stxb
transcript/172046,neb
transcript/172047,zc3h13
transcript/172049,amd1
transcript/172050,u2af1
transcript/172051,dynlrb1
transcript/172052,pcnp
transcript/172054,rbfa
transcript/172056,kcnma1a
transcript/172057,eno1b
transcript/172058,pabpn1
transcript/172059,cabz01117840.1
transcript/172060,enschap00000051309
transcript/172061,atn1
transcript/172062,elovl6
transcript/172064,ctsla
transcript/172066,cd151
transcript/172067,hnrnpab
transcript/172070,bcl9
transcript/172071,ttn
transcript/172072,plod1a
transcript/172076,phkb
transcript/172077,ampd1
transcript/172078,sept8a
transcript/172079,rpgr
transcript/172080,sncgb
transcript/172081,taf10
transcript/172082,ube2d4
transcript/172085,mrpl23
transcript/172086,zgc:171446
transcript/172087,psip1a
transcript/172089,mt-nd4
transcript/172090,chs1
transcript/172091,mt-cyb
transcript/172092,mrps34
transcript/172093,stk19
transcript/172094,golt1bb
transcript/172096,tmf1
transcript/172098,mylpfa
transcript/172099,her15.2
transcript/172100,oxr1
transcript/172101,nst1
transcript/172102,nfixb
transcript/172103,fndc4b
transcript/172104,prkrip1
transcript/172105,tpd52l1
transcript/172106,pfdn6
transcript/172107,fam60a
transcript/172108,exosc4
transcript/172109,gpatch4
transcript/172110,si:ch211-284e20.8
transcript/172111,ambp
transcript/172112,sik1
transcript/172113,tcima
transcript/172114,h6
transcript/172115,enschap00000054037
transcript/172116,u88
transcript/172118,urahb
transcript/172119,klhl31
transcript/172120,tnnc2
transcript/172121,vamp1
transcript/172124,tppp
transcript/172125,enschap00000037963
transcript/172126,zbtb8os
transcript/172127,chchd10
transcript/172128,rab41
transcript/172129,fabp11b
transcript/172132,gimap4
transcript/172133,ysh1
transcript/172134,wdr91
transcript/172135,smtnb
transcript/172136,ascc1
transcript/172137,zgc:103586
transcript/172138,hemgn
transcript/172139,alox5ap
transcript/172144,pdap1
transcript/172145,hdlbpa
transcript/172146,enschap00000004736
transcript/172147,btaf1
transcript/172148,cir1
transcript/172149,si:dkey-172j4.3
transcript/172150,u88
transcript/172151,cirbp-b
transcript/172152,pabpn1
transcript/172153,serpind1
transcript/172154,eci1
transcript/172155,u88
transcript/172156,ahsg1
transcript/172157,gypc
transcript/172158,dazap2
transcript/172159,gstt2
transcript/172160,mir3175
transcript/172161,gpib
transcript/172163,2-Sep
transcript/172164,psmb13a
transcript/172165,mrpl28
transcript/172166,lrrc42
transcript/172167,crip3
transcript/172169,myh7
transcript/172170,csnk2b
transcript/172172,znf330
transcript/172173,cbln12
transcript/172174,exosc4
transcript/172175,nanp
transcript/172176,psmb1
transcript/172177,si:ch211-284e20.8
transcript/172178,cdh1
transcript/172179,gpx1b
transcript/172180,slc25a12
transcript/172181,fbxo11a
transcript/172182,tnni2a.1
transcript/172183,zc3h13
transcript/172184,sorbs2a
transcript/172187,snapin
transcript/172188,eif5
transcript/172189,atp6v1e1
transcript/172190,si:ch211-198n5.11
transcript/172191,chia.4
transcript/172192,neb
transcript/172195,cdkn3
transcript/172196,mfap4
transcript/172197,mgst1.1
transcript/172198,cdpf1
transcript/172199,enschap00000022741
transcript/172200,auh
transcript/172201,eif4h
transcript/172202,enschap00000022182
